Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
1871,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,1.1
1872,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,1.09
1873,Imagine: Babysitters,DS,2008,Simulation,Ubisoft,1.09
1874,The Simpsons Game,PSP,2007,Action,Electronic Arts,1.09
1875,Yakuza 2,PS2,2006,Adventure,Sega,1.09
1876,Skate 2,X360,2009,Sports,Electronic Arts,1.09
1877,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,1.09
1878,Virtua Fighter 5,PS3,2007,Fighting,Sega,1.09
1879,NFL 2K1,DC,2000,Sports,Sega,1.09
1880,BeatMania,PS,1998,Simulation,Konami Digital Entertainment,1.09
1881,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,1.09
1882,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,1.09
1883,Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.09
1884,Empire: Total War,PC,2009,Strategy,Sega,1.09
1885,The Godfather,PS2,2006,Action,Electronic Arts,1.09
1886,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,1.09
1887,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,1.09
1888,Densha De Go!,PS,1997,Simulation,Taito,1.09
1889,Dante's Inferno,PS3,2010,Action,Electronic Arts,1.09
1890,Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega,1.09
1891,Skylanders Giants,PS3,2012,Action,Activision,1.09
1892,Endless Ocean,Wii,2007,Adventure,Nintendo,1.09
1893,NFL Blitz 2000,PS,1998,Sports,Midway Games,1.09
1894,Sonic Free Riders,X360,2010,Racing,Sega,1.09
1895,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,1.08
1896,Prince of Persia,PS3,2008,Action,Ubisoft,1.08
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,1.08
1898,Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,1.08
1899,The Biggest Loser,Wii,2009,Sports,THQ,1.08
1900,Fisherman's Bass Club,PS2,2002,Sports,Agetec,1.08
1901,MySims Agents,DS,2009,Adventure,Electronic Arts,1.08
1902,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,1.08
1903,NCAA Football 13,X360,2012,Action,Electronic Arts,1.08
1904,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,1.08
1905,FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,1.08
1906,The Orange Box,PS3,2007,Shooter,Electronic Arts,1.08
1907,Joust,2600,1982,Platform,Atari,1.08
1908,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,1.08
1909,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,1.08
1910,DiRT 3,PS3,2011,Racing,Codemasters,1.08
1911,LEGO City Undercover,WiiU,2013,Platform,Nintendo,1.08
1912,Spore Creatures,DS,2008,Simulation,Electronic Arts,1.08
1913,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,1.08
1914,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,1.08
1915,Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft,1.08
1916,Star Fox: Assault,GC,2005,Shooter,Nintendo,1.08
1917,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,1.08
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,1.08
1919,NCAA Football 14,X360,2013,Sports,Electronic Arts,1.07
1920,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,1.07
1921,Call of Duty 3,PS2,2006,Shooter,Activision,1.07
1922,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,1.07
1923,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,1.07
1924,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,1.07
1925,Virtua Fighter,SAT,1994,Fighting,Sega,1.07
1926,Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,1.07
1927,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,1.07
1928,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,1.07
1929,Super Princess Peach,DS,2005,Platform,Nintendo,1.07
1930,NHL 99,PS,1997,Sports,Electronic Arts,1.07
1931,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,1.07
1932,Skylanders SWAP Force,PS3,2013,Platform,Activision,1.07
1933,F1 2012,PS3,2012,Racing,Codemasters,1.07
1934,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,1.07
1935,Disney Universe,Wii,2011,Action,Disney Interactive Studios,1.07
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,1.07
1937,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,1.07
1938,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,1.07
1939,NCAA Football 99,PS,1998,Sports,Electronic Arts,1.06
1940,Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,1.06
1941,Aliens vs Predator,X360,2010,Shooter,Sega,1.06
1942,Freekstyle,PS2,2002,Racing,Electronic Arts,1.06
1943,Junior Brain Trainer,DS,2008,Misc,GSP,1.06
1944,Darksiders,X360,2010,Action,THQ,1.06
1945,DiRT,PS3,2007,Racing,Codemasters,1.06
1946,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,1.06
1947,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,1.06
1948,Sega Superstars Tennis,Wii,2008,Sports,Sega,1.06
1949,NBA Street V3,PS2,2005,Sports,Electronic Arts,1.06
1950,Sleeping Dogs,PS3,2012,Action,Square Enix,1.06
1951,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,1.06
1952,Worms Armageddon,PS,1999,Strategy,Microprose,1.06
1953,Hulk,PS2,2003,Action,Universal Interactive,1.06
1954,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,1.06
1955,NFL Blitz,N64,1998,Sports,Midway Games,1.06
1956,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.06
1957,DJ Hero,X360,2009,Misc,Activision,1.06
1958,Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,1.06
1959,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.06
1960,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,1.06
1961,Spider-Man 2,GBA,2004,Action,Activision,1.06
1962,Virtua Tennis 3,PS3,2007,Sports,Sega,1.06
1963,Seek and Destroy,PS2,2002,Racing,Play It,1.06
1964,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,1.06
1965,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,1.06
1966,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,1.05
1967,Cosmic Ark,2600,1981,Shooter,Imagic,1.05
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,1.05
1969,Skylanders: Trap Team,Wii,2014,Action,Activision,1.05
1970,Aliens vs Predator,PS3,2010,Shooter,Sega,1.05
1971,Defender,2600,1980,Misc,Atari,1.05
1972,Dance on Broadway,Wii,2010,Misc,Ubisoft,1.05
1973,Adventure Island,NES,1986,Platform,Hudson Soft,1.05
1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,1.05
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,1.05
1976,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,1.05
1977,UFC Undisputed 3,PS3,2012,Action,THQ,1.05
1978,NBA 2K3,PS2,2002,Sports,Sega,1.05
1979,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,1.05
1980,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,1.05
1981,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,1.05
1982,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,1.05
1983,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,1.05
1984,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,1.05
1985,Sonic the Hedgehog,X360,2006,Platform,Sega,1.05
1986,MySims Agents,Wii,2009,Adventure,Electronic Arts,1.05
1987,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,1.05
1988,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,1.05
1989,The Simpsons Game,X360,2007,Action,Electronic Arts,1.05
1990,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,1.04
1991,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,1.04
1992,Legacy of Kain: Soul Reaver,PS,N/A,Action,Eidos Interactive,1.04
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,1.04
1994,Disney Tangled,DS,2010,Action,Disney Interactive Studios,1.04
1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,1.04
1996,ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,1.04
1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,1.04
1998,Mega Man X4,PS,1996,Action,Virgin Interactive,1.04
1999,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,1.04
